Country;League;Season;Date;Time;Home;Away;HG;AG;Res;PH;PD;PA;MaxH;MaxD;MaxA;AvgH;AvgD;AvgA
Brazil;Serie A;2018;16/09/2018;20:00:00;Bahia;Palmeiras;1;1;2;298;309;263;317;314;27;294;298;257
Brazil;Serie A;2018;16/09/2018;20:00:00;Cruzeiro;Atletico-MG;0;0;2;269;313;287;296;32;291;276;304;27
Brazil;Serie A;2018;16/09/2018;20:00:00;Santos;Sao Paulo;0;0;2;242;309;337;246;32;342;237;3;325
Brazil;Serie A;2018;16/09/2018;23:00:00;Corinthians;Sport Recife;2;1;0;164;365;644;166;375;708;163;351;621
Brazil;Serie A;2018;18/09/2018;00:00:00;Chapecoense-SC;Internacional;2;1;0;385;303;222;4;312;233;369;298;219
Brazil;Serie A;2018;22/09/2018;20:00:00;Sao Paulo;America MG;1;1;2;144;412;1023;148;444;105;143;402;887
Brazil;Serie A;2018;23/09/2018;15:00:00;Gremio;Ceara;3;2;0;134;456;14;139;456;14;135;426;1164
Brazil;Serie A;2018;23/09/2018;20:00:00;Atletico-PR;Parana;3;0;0;152;421;715;16;425;8;15;395;696
Brazil;Serie A;2018;23/09/2018;20:00:00;Corinthians;Internacional;1;1;2;278;292;298;284;306;31;269;286;292
Brazil;Serie A;2018;23/09/2018;20:00:00;Flamengo RJ;Atletico-MG;2;1;0;181;346;508;19;35;508;182;337;462
Brazil;Serie A;2018;23/09/2018;22:00:00;Sport Recife;Palmeiras;0;1;1;462;345;188;475;352;193;44;333;187
Brazil;Serie A;2018;23/09/2018;22:00:00;Vitoria;Botafogo RJ;3;4;1;287;314;271;29;318;29;272;302;275
Brazil;Serie A;2018;23/09/2018;23:00:00;Cruzeiro;Santos;2;1;0;243;301;341;25;306;343;242;291;326
Brazil;Serie A;2018;25/09/2018;00:00:00;Chapecoense-SC;Fluminense;1;2;1;228;307;367;231;325;405;221;304;357
Brazil;Serie A;2018;25/09/2018;00:00:00;Vasco;Bahia;2;1;0;206;344;384;21;344;42;205;324;379
Brazil;Serie A;2018;28/09/2018;00:00:00;Santos;Vasco;1;1;2;151;395;822;151;42;10;147;395;766
Brazil;Serie A;2018;29/09/2018;20:00:00;Fluminense;Gremio;0;1;1;3;311;267;3;311;305;282;295;27
Brazil;Serie A;2018;29/09/2018;23:00:00;America MG;Corinthians;0;0;2;241;298;356;25;3;37;235;287;344
Brazil;Serie A;2018;30/09/2018;01:00:00;Bahia;Flamengo RJ;0;0;2;278;318;281;28;32;288;272;305;271
Brazil;Serie A;2018;30/09/2018;15:00:00;Palmeiras;Cruzeiro;3;1;0;161;367;686;162;375;746;158;359;657
Brazil;Serie A;2018;30/09/2018;20:00:00;Atletico-MG;Sport Recife;5;2;0;135;486;1067;14;5;1067;135;469;909
Brazil;Serie A;2018;30/09/2018;20:00:00;Botafogo RJ;Sao Paulo;2;2;2;271;315;29;278;315;29;265;304;279
Brazil;Serie A;2018;30/09/2018;20:00:00;Internacional;Vitoria;2;1;0;132;515;1104;135;52;12;131;497;995
Brazil;Serie A;2018;30/09/2018;20:00:00;Santos;Atletico-PR;1;0;0;196;332;452;198;34;458;193;323;423
Brazil;Serie A;2018;30/09/2018;23:00:00;Ceara;Chapecoense-SC;3;1;0;213;301;431;22;31;47;208;298;407
Brazil;Serie A;2018;02/10/2018;00:00:00;Parana;Vasco;1;1;2;296;304;275;309;304;285;289;291;265
Brazil;Serie A;2018;05/10/2018;23:00:00;Sport Recife;Internacional;2;1;0;424;341;199;458;341;205;404;327;196
Brazil;Serie A;2018;06/10/2018;01:00:00;Corinthians;Flamengo RJ;0;3;1;306;294;275;31;3;28;295;287;264
Brazil;Serie A;2018;06/10/2018;01:30:00;Vitoria;Santos;0;1;1;389;333;211;4;333;22;367;319;209
Brazil;Serie A;2018;06/10/2018;20:00:00;Atletico-PR;America MG;4;0;0;146;431;818;148;431;917;144;406;794
Brazil;Serie A;2018;06/10/2018;20:00:00;Chapecoense-SC;Atletico-MG;1;0;0;297;302;276;297;32;276;286;301;262
Brazil;Serie A;2018;06/10/2018;22:00:00;Sao Paulo;Palmeiras;0;2;1;276;292;307;278;305;307;266;289;291
Brazil;Serie A;2018;07/10/2018;01:00:00;Gremio;Bahia;2;2;2;137;468;1004;14;485;1145;136;441;983
Brazil;Serie A;2018;09/10/2018;00:00:00;Fluminense;Parana;4;0;0;153;367;878;153;39;955;15;372;767
Brazil;Serie A;2018;10/10/2018;01:00:00;Botafogo RJ;Vasco;1;1;2;218;311;396;225;325;396;215;309;365
Brazil;Serie A;2018;13/10/2018;21:00:00;Flamengo RJ;Fluminense;3;0;0;17;365;57;172;375;594;169;353;535
Brazil;Serie A;2018;13/10/2018;23:00:00;Santos;Corinthians;1;0;0;148;409;83;152;409;9;147;382;799
Brazil;Serie A;2018;14/10/2018;01:00:00;Bahia;Parana;2;0;0;136;445;1222;14;475;1222;136;43;998
Brazil;Serie A;2018;14/10/2018;15:00:00;Chapecoense-SC;Vitoria;0;1;1;183;333;528;187;345;54;181;328;486
Brazil;Serie A;2018;14/10/2018;20:00:00;Internacional;Sao Paulo;3;1;0;193;319;488;197;33;5;19;318;449
Brazil;Serie A;2018;14/10/2018;20:00:00;Palmeiras;Gremio;2;0;0;194;306;521;197;33;526;191;305;473
Brazil;Serie A;2018;14/10/2018;20:00:00;Vasco;Cruzeiro;2;0;0;222;315;381;227;321;381;216;307;361
Brazil;Serie A;2018;14/10/2018;23:00:00;Atletico-MG;America MG;0;0;2;159;395;647;159;405;8;155;387;621
Brazil;Serie A;2018;14/10/2018;23:00:00;Atletico-PR;Sport Recife;4;0;0;134;491;1066;14;518;1075;134;481;911
Brazil;Serie A;2018;16/10/2018;00:00:00;Ceara;Botafogo RJ;0;0;2;211;328;395;22;33;397;209;316;37
Brazil;Serie A;2018;20/10/2018;20:00:00;America MG;Gremio;1;1;2;28;303;291;292;303;296;273;292;283
Brazil;Serie A;2018;20/10/2018;20:00:00;Botafogo RJ;Bahia;0;1;1;241;295;361;241;311;375;229;298;347
Brazil;Serie A;2018;20/10/2018;23:00:00;Sao Paulo;Atletico-PR;0;0;2;218;308;401;225;325;401;215;303;37
Brazil;Serie A;2018;20/10/2018;23:00:00;Sport Recife;Vasco;2;1;0;277;317;283;285;32;284;269;311;27
Brazil;Serie A;2018;21/10/2018;20:00:00;Fluminense;Atletico-MG;1;0;0;251;326;307;263;326;308;247;314;293
Brazil;Serie A;2018;21/10/2018;20:00:00;Palmeiras;Ceara;2;1;0;139;441;1051;143;441;1145;139;421;93
Brazil;Serie A;2018;21/10/2018;20:00:00;Vitoria;Corinthians;2;2;2;245;303;342;256;303;345;241;293;327
Brazil;Serie A;2018;21/10/2018;23:00:00;Cruzeiro;Chapecoense-SC;3;0;0;157;396;673;162;397;727;156;372;645
Brazil;Serie A;2018;21/10/2018;23:00:00;Parana;Flamengo RJ;0;4;1;798;399;151;936;404;157;759;383;149
Brazil;Serie A;2018;23/10/2018;00:00:00;Internacional;Santos;2;2;2;181;341;53;191;341;556;181;325;491
Brazil;Serie A;2018;24/10/2018;23:30:00;Cruzeiro;Ceara;0;2;1;163;366;673;165;375;727;161;361;608
Brazil;Serie A;2018;26/10/2018;23:30:00;Vitoria;Sao Paulo;0;1;1;32;326;242;328;331;242;312;318;232
Brazil;Serie A;2018;27/10/2018;01:30:00;Vasco;Internacional;1;1;2;311;338;242;314;338;253;301;321;238
Brazil;Serie A;2018;27/10/2018;20:30:00;Gremio;Sport Recife;3;4;1;163;389;605;163;39;651;16;375;573
Brazil;Serie A;2018;27/10/2018;20:30:00;Santos;Fluminense;3;0;0;138;458;998;14;461;124;136;443;973
Brazil;Serie A;2018;27/10/2018;23:00:00;Chapecoense-SC;America MG;1;0;0;2;316;459;21;34;474;198;31;425
Brazil;Serie A;2018;27/10/2018;23:00:00;Corinthians;Bahia;2;1;0;221;294;418;224;315;44;208;3;401
Brazil;Serie A;2018;27/10/2018;23:00:00;Flamengo RJ;Palmeiras;1;1;2;222;308;389;223;33;4;215;306;37
Brazil;Serie A;2018;28/10/2018;01:00:00;Atletico-PR;Botafogo RJ;2;1;0;19;328;492;215;36;5;188;332;445
Brazil;Serie A;2018;28/10/2018;01:00:00;Cruzeiro;Parana;3;1;0;129;546;1138;132;55;12;13;513;1036
Brazil;Serie A;2018;29/10/2018;23:00:00;Ceara;Atletico-MG;2;1;0;246;319;322;26;328;325;24;31;307
Brazil;Serie A;2018;03/11/2018;20:00:00;Atletico-MG;Gremio;0;1;1;221;324;37;225;33;37;217;317;346
Brazil;Serie A;2018;03/11/2018;20:00:00;Fluminense;Vasco;0;1;1;282;315;279;32;315;283;279;307;264
Brazil;Serie A;2018;03/11/2018;22:00:00;Palmeiras;Santos;3;2;0;194;334;457;197;334;46;191;322;432
Brazil;Serie A;2018;04/11/2018;19:00:00;America MG;Cruzeiro;1;2;1;415;304;216;415;33;217;394;296;211
Brazil;Serie A;2018;04/11/2018;19:00:00;Botafogo RJ;Corinthians;1;0;0;209;313;426;215;32;426;205;308;397
Brazil;Serie A;2018;04/11/2018;19:00:00;Parana;Vitoria;1;1;2;328;313;246;34;32;246;32;306;235
Brazil;Serie A;2018;04/11/2018;19:00:00;Sao Paulo;Flamengo RJ;2;2;2;29;316;271;292;316;276;28;304;264
Brazil;Serie A;2018;04/11/2018;21:00:00;Bahia;Chapecoense-SC;1;0;0;164;366;648;17;375;67;164;35;586
Brazil;Serie A;2018;04/11/2018;21:00:00;Internacional;Atletico-PR;2;1;0;152;401;759;156;401;8;151;388;694
Brazil;Serie A;2018;05/11/2018;22:00:00;Sport Recife;Ceara;1;0;0;224;314;375;225;33;375;219;311;349
Brazil;Serie A;2018;10/11/2018;19:00:00;America MG;Parana;0;1;1;146;405;917;148;42;975;145;396;81
Brazil;Serie A;2018;10/11/2018;19:00:00;Corinthians;Sao Paulo;1;1;2;257;303;321;265;31;321;252;295;303
Brazil;Serie A;2018;10/11/2018;21:00:00;Atletico-PR;Cruzeiro;2;0;0;21;321;41;215;335;41;207;318;378
Brazil;Serie A;2018;10/11/2018;21:00:00;Botafogo RJ;Flamengo RJ;2;1;0;415;354;196;44;354;199;401;337;193
Brazil;Serie A;2018;11/11/2018;19:00:00;Atletico-MG;Palmeiras;1;1;2;268;321;289;275;33;289;261;314;276
Brazil;Serie A;2018;11/11/2018;19:00:00;Ceara;Internacional;1;1;2;282;298;294;285;32;294;273;294;278
Brazil;Serie A;2018;11/11/2018;19:00:00;Gremio;Vasco;2;1;0;141;464;874;141;464;11;139;442;85
Brazil;Serie A;2018;11/11/2018;19:00:00;Vitoria;Bahia;2;2;2;284;31;281;289;32;281;275;303;269
Brazil;Serie A;2018;11/11/2018;21:00:00;Fluminense;Sport Recife;0;0;2;192;347;444;193;354;453;188;338;424
Brazil;Serie A;2018;12/11/2018;22:00:00;Santos;Chapecoense-SC;0;1;1;166;36;64;166;4;7;16;363;609
Brazil;Serie A;2018;14/11/2018;21:30:00;Vasco;Atletico-PR;1;1;2;307;305;265;307;313;27;292;304;255
Brazil;Serie A;2018;14/11/2018;23:00:00;Bahia;Ceara;2;1;0;181;325;57;183;334;57;178;324;518
Brazil;Serie A;2018;14/11/2018;23:00:00;Parana;Atletico-MG;0;1;1;716;405;153;725;405;156;676;386;152
Brazil;Serie A;2018;14/11/2018;23:45:00;Cruzeiro;Corinthians;1;0;0;208;307;441;211;32;441;203;303;412
Brazil;Serie A;2018;14/11/2018;23:45:00;Palmeiras;Fluminense;3;0;0;136;484;998;138;485;11;135;458;932
Brazil;Serie A;2018;14/11/2018;23:45:00;Sport Recife;Vitoria;0;0;2;204;339;405;207;341;405;199;331;383
Brazil;Serie A;2018;15/11/2018;19:00:00;Chapecoense-SC;Botafogo RJ;0;1;1;215;307;414;217;312;414;212;302;383
Brazil;Serie A;2018;15/11/2018;19:00:00;Flamengo RJ;Santos;1;0;0;17;371;556;173;371;575;169;355;527
Brazil;Serie A;2018;15/11/2018;21:00:00;Sao Paulo;Gremio;1;1;2;291;291;291;298;296;292;281;287;277
Brazil;Serie A;2018;15/11/2018;23:00:00;Internacional;America MG;2;0;0;135;481;1075;139;49;1076;135;458;924
Brazil;Serie A;2018;17/11/2018;21:00:00;Corinthians;Vasco;1;0;0;176;35;547;182;35;552;174;335;518
Brazil;Serie A;2018;17/11/2018;21:00:00;Vitoria;Atletico-PR;1;2;1;278;338;267;283;34;267;273;322;257
Brazil;Serie A;2018;17/11/2018;23:00:00;Atletico-MG;Bahia;1;0;0;172;363;558;175;375;558;171;356;508
Brazil;Serie A;2018;18/11/2018;19:00:00;America MG;Santos;2;1;0;337;308;244;35;311;244;334;301;231
Brazil;Serie A;2018;18/11/2018;19:00:00;Botafogo RJ;Internacional;1;0;0;304;294;277;304;3;282;29;289;268
Brazil;Serie A;2018;18/11/2018;19:00:00;Parana;Palmeiras;1;1;2;1768;697;115;29;86;117;2023;698;115
Brazil;Serie A;2018;18/11/2018;19:00:00;Sport Recife;Flamengo RJ;0;1;1;342;332;229;36;333;229;338;321;219
Brazil;Serie A;2018;18/11/2018;21:00:00;Gremio;Chapecoense-SC;2;0;0;149;407;808;15;44;9;146;404;759
Brazil;Serie A;2018;18/11/2018;21:00:00;Sao Paulo;Cruzeiro;1;0;0;201;297;502;204;325;502;194;305;45
Brazil;Serie A;2018;19/11/2018;22:00:00;Fluminense;Ceara;0;0;2;198;318;469;205;325;469;196;313;432
Brazil;Serie A;2018;21/11/2018;21:30:00;Internacional;Atletico-MG;1;2;1;186;35;475;187;36;5;181;34;458
Brazil;Serie A;2018;21/11/2018;23:00:00;Santos;Botafogo RJ;1;1;2;195;318;484;197;34;525;191;318;441
Brazil;Serie A;2018;21/11/2018;23:45:00;Atletico-PR;Corinthians;1;0;0;147;438;776;149;44;85;145;411;74
Brazil;Serie A;2018;21/11/2018;23:45:00;Cruzeiro;Vitoria;3;0;0;173;384;509;173;4;55;168;364;509
Brazil;Serie A;2018;21/11/2018;23:45:00;Flamengo RJ;Gremio;2;0;0;22;305;4;221;311;403;214;302;375
Brazil;Serie A;2018;21/11/2018;23:45:00;Palmeiras;America MG;4;0;0;128;538;1305;131;545;16;128;507;1143
Brazil;Serie A;2018;22/11/2018;22:00:00;Vasco;Sao Paulo;2;0;0;251;313;32;258;313;327;243;301;308
Brazil;Serie A;2018;22/11/2018;23:00:00;Bahia;Fluminense;2;0;0;162;382;629;165;382;68;159;367;602
Brazil;Serie A;2018;22/11/2018;23:00:00;Ceara;Parana;1;0;0;134;503;1038;136;525;11;133;478;97
Brazil;Serie A;2018;22/11/2018;23:00:00;Chapecoense-SC;Sport Recife;2;1;0;186;337;499;189;337;515;183;323;478
Brazil;Serie A;2018;24/11/2018;22:00:00;Santos;Atletico-MG;3;2;0;244;318;32;251;326;32;24;308;306
Brazil;Serie A;2018;25/11/2018;19:00:00;Atletico-PR;Ceara;2;2;2;189;326;484;19;338;5;186;323;457
Brazil;Serie A;2018;25/11/2018;19:00:00;Cruzeiro;Flamengo RJ;0;2;1;27;303;297;28;31;302;263;297;287
Brazil;Serie A;2018;25/11/2018;19:00:00;Vasco;Palmeiras;0;1;1;404;314;212;415;332;212;384;315;205
Brazil;Serie A;2018;25/11/2018;19:00:00;Vitoria;Gremio;0;0;2;437;37;185;47;37;187;435;351;182
Brazil;Serie A;2018;25/11/2018;21:00:00;America MG;Bahia;1;0;0;209;304;432;211;314;45;203;302;415
Brazil;Serie A;2018;25/11/2018;21:00:00;Corinthians;Chapecoense-SC;0;0;2;204;299;464;21;31;466;202;295;43
Brazil;Serie A;2018;25/11/2018;21:00:00;Internacional;Fluminense;2;0;0;144;445;771;148;445;95;144;422;745
Brazil;Serie A;2018;26/11/2018;22:00:00;Botafogo RJ;Parana;2;1;0;128;537;1143;133;548;125;13;502;1026
Brazil;Serie A;2018;26/11/2018;22:00:00;Sao Paulo;Sport Recife;0;0;2;137;48;883;145;48;92;14;442;809
Brazil;Serie A;2018;01/12/2018;21:00:00;Atletico-MG;Botafogo RJ;1;0;0;132;532;93;136;545;105;133;492;915
Brazil;Serie A;2018;01/12/2018;21:00:00;Flamengo RJ;Atletico-PR;1;2;1;145;467;698;15;47;85;143;447;697
Brazil;Serie A;2018;02/12/2018;19:00:00;Bahia;Cruzeiro;0;0;2;192;355;421;198;36;433;192;341;402
Brazil;Serie A;2018;02/12/2018;19:00:00;Ceara;Vasco;0;0;2;241;292;358;242;3;362;233;29;343
Brazil;Serie A;2018;02/12/2018;19:00:00;Chapecoense-SC;Sao Paulo;1;0;0;231;324;339;233;325;346;226;311;331
Brazil;Serie A;2018;02/12/2018;19:00:00;Fluminense;America MG;1;0;0;218;329;363;226;33;38;216;316;353
Brazil;Serie A;2018;02/12/2018;19:00:00;Gremio;Corinthians;1;0;0;13;511;1132;134;525;13;131;481;1064
Brazil;Serie A;2018;02/12/2018;19:00:00;Palmeiras;Vitoria;3;2;0;119;739;1316;12;78;21;117;715;1477
Brazil;Serie A;2018;02/12/2018;19:00:00;Parana;Internacional;1;1;2;514;34;181;53;35;183;485;336;178
Brazil;Serie A;2018;02/12/2018;19:00:00;Sport Recife;Santos;2;1;0;164;379;587;166;385;665;161;37;575
Brazil;Serie A;2019;27/04/2019;20:00:00;Sao Paulo;Botafogo RJ;2;0;0;178;339;561;181;36;58;174;337;514
Brazil;Serie A;2019;27/04/2019;23:00:00;Atletico-MG;Avai;2;1;0;156;409;646;158;409;7;153;39;634
Brazil;Serie A;2019;27/04/2019;23:00:00;Chapecoense-SC;Internacional;2;0;0;302;303;271;315;32;271;294;294;259
Brazil;Serie A;2019;28/04/2019;01:00:00;Flamengo RJ;Cruzeiro;3;1;0;232;32;347;232;34;357;221;312;34
Brazil;Serie A;2019;28/04/2019;15:00:00;Gremio;Santos;1;2;1;171;358;578;183;36;594;171;341;531
Brazil;Serie A;2019;28/04/2019;20:00:00;Athletico-PR;Vasco;4;1;0;148;41;819;15;433;85;146;402;731
Brazil;Serie A;2019;28/04/2019;20:00:00;Bahia;Corinthians;3;2;0;228;314;363;235;33;369;223;306;344
Brazil;Serie A;2019;28/04/2019;20:00:00;Ceara;CSA;4;0;0;188;341;481;189;35;485;184;332;449
Brazil;Serie A;2019;28/04/2019;23:00:00;Fluminense;Goias;0;1;1;177;368;502;184;368;52;175;349;475
Brazil;Serie A;2019;28/04/2019;23:00:00;Palmeiras;Fortaleza;4;0;0;136;498;94;14;498;10;136;466;853
Brazil;Serie A;2019;01/05/2019;20:00:00;Corinthians;Chapecoense-SC;1;0;0;166;33;75;167;36;75;162;342;638
Brazil;Serie A;2019;01/05/2019;20:00:00;CSA;Palmeiras;1;1;2;704;393;156;78;4;156;688;385;151
Brazil;Serie A;2019;01/05/2019;20:00:00;Internacional;Flamengo RJ;2;1;0;244;31;334;244;322;334;233;309;317
Brazil;Serie A;2019;01/05/2019;23:15:00;Avai;Gremio;1;1;2;388;316;218;42;33;221;372;311;21
Brazil;Serie A;2019;01/05/2019;23:15:00;Cruzeiro;Ceara;1;0;0;152;371;893;152;465;905;146;397;758
Brazil;Serie A;2019;02/05/2019;01:30:00;Fortaleza;Athletico-PR;2;1;0;36;327;223;365;327;229;342;309;221
Brazil;Serie A;2019;02/05/2019;01:30:00;Goias;Sao Paulo;1;2;1;31;304;263;318;315;263;303;298;249
Brazil;Serie A;2019;02/05/2019;01:30:00;Vasco;Atletico-MG;1;2;1;327;33;237;34;338;237;315;317;23
Brazil;Serie A;2019;02/05/2019;23:15:00;Santos;Fluminense;2;1;0;165;373;613;168;39;65;161;369;564
Brazil;Serie A;2019;03/05/2019;00:00:00;Botafogo RJ;Bahia;3;2;0;236;306;357;236;315;357;227;3;342
Brazil;Serie A;2019;04/05/2019;23:00:00;Palmeiras;Internacional;1;0;0;161;381;65;166;4;65;16;37;578
Brazil;Serie A;2019;04/05/2019;23:00:00;Vasco;Corinthians;1;1;2;326;316;246;326;32;25;31;306;239
Brazil;Serie A;2019;05/05/2019;01:00:00;Ceara;Atletico-MG;1;2;1;242;318;329;242;325;33;231;312;317
Brazil;Serie A;2019;05/05/2019;15:00:00;Chapecoense-SC;Athletico-PR;1;1;2;264;299;315;266;313;32;249;296;304
Brazil;Serie A;2019;05/05/2019;20:00:00;Botafogo RJ;Fortaleza;1;0;0;172;4;487;181;4;53;171;368;474
Brazil;Serie A;2019;05/05/2019;20:00:00;Cruzeiro;Goias;2;1;0;14;454;935;143;46;11;138;436;871
Brazil;Serie A;2019;05/05/2019;20:00:00;CSA;Santos;0;0;2;484;349;185;5;355;189;457;337;181
Brazil;Serie A;2019;05/05/2019;20:00:00;Sao Paulo;Flamengo RJ;1;1;2;206;331;407;213;35;42;199;328;385
Brazil;Serie A;2019;05/05/2019;23:00:00;Bahia;Avai;1;0;0;162;391;61;165;391;7;16;368;587
Brazil;Serie A;2019;05/05/2019;23:00:00;Gremio;Fluminense;4;5;1;151;414;747;159;414;78;151;385;679
Brazil;Serie A;2019;11/05/2019;20:00:00;Fluminense;Botafogo RJ;0;1;1;21;33;395;21;34;416;198;326;391
Brazil;Serie A;2019;11/05/2019;23:00:00;Corinthians;Gremio;0;0;2;3;298;276;302;304;28;287;289;267
Brazil;Serie A;2019;12/05/2019;01:00:00;Goias;Ceara;2;1;0;216;318;393;22;324;4;212;308;369
Brazil;Serie A;2019;12/05/2019;15:00:00;Flamengo RJ;Chapecoense-SC;2;1;0;143;439;87;145;45;92;141;423;798
Brazil;Serie A;2019;12/05/2019;20:00:00;Atletico-MG;Palmeiras;0;2;1;337;296;252;337;32;252;312;299;242
Brazil;Serie A;2019;12/05/2019;20:00:00;Internacional;Cruzeiro;3;1;0;21;311;426;211;325;426;202;312;398
Brazil;Serie A;2019;12/05/2019;20:00:00;Santos;Vasco;3;0;0;14;471;856;148;48;856;14;452;744
Brazil;Serie A;2019;12/05/2019;23:00:00;Athletico-PR;Bahia;1;0;0;185;349;479;187;375;5;18;339;459
Brazil;Serie A;2019;12/05/2019;23:00:00;Avai;CSA;0;0;2;17;367;562;175;375;58;169;35;528
Brazil;Serie A;2019;12/05/2019;23:00:00;Fortaleza;Sao Paulo;0;1;1;297;3;277;3;315;277;286;303;258
Brazil;Serie A;2019;18/05/2019;22:00:00;Fluminense;Cruzeiro;4;1;0;265;304;308;275;31;312;259;298;291
Brazil;Serie A;2019;18/05/2019;23:00:00;Atletico-MG;Flamengo RJ;2;1;0;288;321;268;298;326;268;284;314;252
Brazil;Serie A;2019;18/05/2019;23:00:00;Palmeiras;Santos;4;0;0;168;375;576;171;375;59;167;358;532
Brazil;Serie A;2019;19/05/2019;15:00:00;Sao Paulo;Bahia;0;0;2;183;341;51;184;355;55;176;34;491
Brazil;Serie A;2019;19/05/2019;20:00:00;Athletico-PR;Corinthians;0;2;1;225;31;376;242;314;38;229;295;343
Brazil;Serie A;2019;19/05/2019;20:00:00;Chapecoense-SC;Fortaleza;1;3;1;241;301;352;241;32;353;231;297;337
Brazil;Serie A;2019;19/05/2019;20:00:00;Goias;Botafogo RJ;1;0;0;226;32;361;226;325;361;219;314;344
Brazil;Serie A;2019;19/05/2019;20:00:00;Internacional;CSA;2;0;0;122;605;1704;125;605;19;123;562;1401
Brazil;Serie A;2019;19/05/2019;23:00:00;Ceara;Gremio;2;1;0;303;309;265;317;31;27;294;298;256
Brazil;Serie A;2019;19/05/2019;23:00:00;Vasco;Avai;1;1;2;171;371;548;173;375;55;17;355;515
Brazil;Serie A;2019;25/05/2019;20:00:00;Botafogo RJ;Palmeiras;0;1;1;864;439;143;10;439;148;815;413;142
Brazil;Serie A;2019;25/05/2019;23:00:00;Gremio;Atletico-MG;1;0;0;163;395;585;169;4;65;161;376;557
Brazil;Serie A;2019;26/05/2019;20:00:00;Flamengo RJ;Athletico-PR;3;2;0;143;452;823;145;465;91;14;435;808
Brazil;Serie A;2019;26/05/2019;20:00:00;Santos;Internacional;0;0;2;185;36;463;19;36;475;182;346;438
Brazil;Serie A;2019;26/05/2019;23:00:00;Bahia;Fluminense;3;2;0;191;337;471;196;344;471;189;327;429
Brazil;Serie A;2019;26/05/2019;23:00:00;Corinthians;Sao Paulo;1;0;0;245;283;371;25;3;375;236;276;356
Brazil;Serie A;2019;26/05/2019;23:00:00;Cruzeiro;Chapecoense-SC;1;2;1;14;437;1003;142;44;105;139;422;906
Brazil;Serie A;2019;26/05/2019;23:00:00;Fortaleza;Vasco;1;1;2;189;348;458;204;35;47;188;333;421
Brazil;Serie A;2019;28/05/2019;00:00:00;Avai;Ceara;1;2;1;264;289;327;264;3;34;249;288;314
Brazil;Serie A;2019;28/05/2019;00:00:00;CSA;Goias;1;0;0;284;29;3;284;302;3;264;289;292
Brazil;Serie A;2019;01/06/2019;20:00:00;Flamengo RJ;Fortaleza;2;0;0;142;466;805;148;466;88;141;44;763
Brazil;Serie A;2019;01/06/2019;23:00:00;Bahia;Gremio;1;0;0;248;298;341;248;31;341;24;292;323
Brazil;Serie A;2019;02/06/2019;15:00:00;Botafogo RJ;Vasco;1;0;0;235;319;342;236;328;345;224;313;33
Brazil;Serie A;2019;02/06/2019;20:00:00;Athletico-PR;Fluminense;3;0;0;166;388;567;17;393;575;164;376;523
Brazil;Serie A;2019;02/06/2019;20:00:00;Ceara;Santos;0;1;1;284;321;273;284;328;274;269;313;265
Brazil;Serie A;2019;02/06/2019;20:00:00;Sao Paulo;Cruzeiro;1;1;2;237;298;365;238;31;365;226;293;352
Brazil;Serie A;2019;02/06/2019;23:00:00;Atletico-MG;CSA;4;0;0;141;464;845;148;464;9;142;428;777
Brazil;Serie A;2019;02/06/2019;23:00:00;Chapecoense-SC;Palmeiras;1;2;1;62;354;168;65;37;168;592;349;163
Brazil;Serie A;2019;02/06/2019;23:00:00;Internacional;Avai;2;0;0;144;43;884;146;447;92;143;414;795
Brazil;Serie A;2019;08/06/2019;00:30:00;Vasco;Internacional;2;1;0;312;314;253;315;314;255;3;304;246
Brazil;Serie A;2019;08/06/2019;20:30:00;Palmeiras;Athletico-PR;1;0;0;158;375;714;162;433;75;155;377;635
Brazil;Serie A;2019;08/06/2019;23:00:00;Cruzeiro;Corinthians;0;0;2;191;326;493;197;34;52;188;316;458
Brazil;Serie A;2019;08/06/2019;23:00:00;Gremio;Fortaleza;1;0;0;148;421;799;15;45;88;145;408;756
Brazil;Serie A;2019;08/06/2019;23:30:00;Ceara;Bahia;0;0;2;265;296;316;265;3;325;252;288;309
Brazil;Serie A;2019;09/06/2019;01:00:00;Avai;Sao Paulo;0;0;2;31;291;275;325;293;275;299;282;267
Brazil;Serie A;2019;09/06/2019;23:00:00;CSA;Botafogo RJ;1;2;1;311;299;267;315;304;267;298;291;257
Brazil;Serie A;2019;09/06/2019;23:00:00;Fluminense;Flamengo RJ;0;0;2;5;367;178;51;37;183;457;356;177
Brazil;Serie A;2019;09/06/2019;23:00:00;Santos;Atletico-MG;3;1;0;175;381;498;18;4;51;173;367;465
Brazil;Serie A;2019;11/06/2019;00:00:00;Goias;Chapecoense-SC;3;1;0;187;331;502;191;342;502;185;328;453
Brazil;Serie A;2019;12/06/2019;23:15:00;Botafogo RJ;Gremio;0;1;1;321;308;251;321;314;28;301;298;25
Brazil;Serie A;2019;13/06/2019;01:00:00;Fortaleza;Cruzeiro;2;1;0;335;31;242;34;315;256;32;296;241
Brazil;Serie A;2019;13/06/2019;01:30:00;CSA;Flamengo RJ;0;2;1;1392;583;125;16;64;131;1174;564;124
Brazil;Serie A;2019;13/06/2019;01:30:00;Internacional;Bahia;3;1;0;174;35;565;18;35;59;174;334;518
Brazil;Serie A;2019;13/06/2019;01:30:00;Santos;Corinthians;1;0;0;172;35;59;172;375;62;168;348;541
Brazil;Serie A;2019;13/06/2019;23:15:00;Vasco;Ceara;1;0;0;22;321;371;231;322;38;222;308;344
